tweet,label
Yaampun bukan berarti rendah dong bapak presiden <username> minta maaf . Inget beliau juga manusia yang jauh dari jangkauan sempurna . harus slalu dukung beliau . Semangat pakðŸ˜˜ <hashtag>,0
ohh ini namanya baper yaa?? astagaaa jadi goblok sendiri yaaaa,0
Nunggu vonis dedengkot awal segala kerusuhan rasis ini BuniYani,0
Goblok dan bego memang secocok buat kamu . Cam tuttut,0
Mulai Hujan Deras Sejumlah Titik di Jakarta Banjir <link>,0
ari kaki kecium standar motor rasanya sangat romantis nyut nyutan gitu,0
Pret doi ketangkep bawa bong . Gimana nih pret? <hashtag>,0
BISMILLAH ..sdrku <username> kemana Kamu selama ini ??? Yang ginian Masa masih kasih ijin sama luhut ??? Luhut manggungnya terlalu jika justru mendukung pengiriman benih lobster ! <username> <username> <username> <username> <username> <username> <username> <username> <link>,0
jangan boros kamu masih celaka baek ngopi coeg <hashtag>,1
Katanya lahir di solo ..egk taunya di Boyolali .. Itu hoax juga,1
Torres merupakan salah satu pembawa sial termahal di dunia .. :)),0
Arteria Dahlan: Jokowi Tunjuk Idham Aziz Sebagai Kapolri Keputusan Tepat <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <username> <username> Linkâ¬‡ï¸ <link> <link>,0
DPR INDONESIA ??? <hashtag>,0
Main codm dpt team tolol smua klo gk bisa main y gosah main gtlohh bujanggg,0
Namanya demokrasi masa kalau pilihan beda langsung bete begitu . Lebay sekali . Kan memang disediakan pilihan kenapa mesti menuntut untuk sama? Embel-embel BoikotBukalapak serasa ringan saja itu salah satu aset perekonomian karya anak bangsa banyak orang terbantu adanya dia.,1
Bu <username> terima kasih atas kerja keras Ibu dalam menjaga perairan RI dan setiap keputusan dan kinerja baik Ibu . Enjoy your quality time with your family &lt;3 <hashtag> <link>,0
<username> <username> Yg survei Genderuwo Sontoloyo,0
Anies gubernur Indonesia. Makanya seluruh Indonesia yg di buat responden,1
Dewan oon amat ya .... memalukan partai sendiri ampooouuunnnn <username> <link>,0
bapak Anies Baswedan itu ORANG PINTAR DI ATAS KERTAS Pendukung bapak Anies Baswedan juga ORANG PINTAR DI ATAS SEPTIC TANK,1
<hashtag> saya positf hamil ?? Yaelahh tolll - Kok narkoba :v,1
Demot banget mau nangis pengen jadi nia ramadhani aja kalo begini,0
Saya curiga Mendikbud Nadim mendapat tekanan dari banyak pihak terutama yang terlibat dan mendapatkan keuntungan dari Ujian Nasional ini kata Ramli <hashtag> <hashtag> <link>,0
Kemudian anda <username> bisa jadi the real negarawan yang rela berkorban demi kemajuan bangsa bukan menjadi dalang,1
<username> Politik ini sandiwara baik Fadli Zon Prabowo mereka sedang melakukan perannya yg suka berubah2 waspadalah,0
Td aku liat mobil pejabat nomor platnya ri 14,0
Lagunya lama kambingnya baru .. <hashtag> <hashtag>,0
<username> <username> Klo orang pinter bilang beda pasti kasih alasan nya ... nah klo cuma bisa ngomong beda tp gx ngsih bukti itu namanya si GOBLOK BERWAJAH MONYET,0
Aq ngikut apa kata Bung Karno aja .. Ã°Å¸â€˜â€° Jgn jd Arab jika engkau Islam Ã°Å¸â€˜â€° Jgn jd Yahudi jika engkau Nasrani Ã°Å¸â€˜â€° Jgn jd India jika engkau Hindu Jati diri Bangsa Indonesia hrs dipertahankan selama Merah Putih berkibar di Bumi Indonesia .. <hashtag> <link>,0
Huuh dasar payah !! Beraninya cuma kasih harapan gak berani buat buktikan !,0
Minggu pagi pergi tamasya Jangan lupa untuk mandi Selamat pagi Indonesia Saatnya kita mengabdi <link> <hashtag> <hashtag> <hashtag> <hashtag>,0
Amien Rais menyebutnya sebagai partai Allah setiap saat ribut saling serang antar anggota parta i.. Partai apakah itu? ??,1
menimbulkan kerugian pihak yang dibohongi atau yang ditipu .,0
Selamat mengemban Amanat Rakyat untuk membawa Indonesia Maju ... <hashtag>,0
<username> Semoga sukses selalu yaaa,0
<username> <username> <username> sadarnya pas udah lulus wah kok dulu gua tolol gini astagfirullah astagfirullah maaf ya ngakak bgt akutu,0
<username> pejabat apa saya kan satpam,0
Luar biasa ini gagasan kemendikbud yang saya nantikan . Salam hormat pak Nadiem . <link>,0
Kepada Pak Nadiem Makarim terima kasih karena anda sudah berani memperbaiki sistem pendidikan Indonesia yang (agak) kacau . Tidak ada hafalan tidak ada UN . Indah sekali hidup ini .,0
Tidak ada handphone yang recommended bagi jomblo sebagus apapun handphonenya kalo ngga ada yang nge chat ya percuma goblk <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>,0
<username> di A dia setelah orang tua jemput anaknya ibu ibunya sosialita banget banyak yang ngerumpi gitu perkembangan anaknya juga cuma segitu gitu aja hafalan anaknya gak berkembang pesat beda pas di tk B orang tua masih pada umumnya padahal sama sam,0
Makanya jangan sok jago waktu bicara nantang Bannser wah ... Jagoan betul begitu ditangkap melempem kaya krupuk kena air dasar Sontoloyo..... <link>,0
Siapakah Kau dalam puisimu <username> jika itu Mbah Moen maka sembrono sekali,1
wow damai banget ya !! <hashtag> <hashtag> <hashtag>,1
<hashtag> Hasil kerja 3 tahun <username> luar biasa.Soal banjir cuma Ahok yg paham. Anies teori melulu.,1
<username> Itu pak <username> ngapain ikut nimbrung? Emang dia punya kontribusi apa buat negara? Hadehh,0
Capres 01 sudah membuktikan prestasinya sebagai bandar hoax nasional .,1
<hashtag> hahha sayang tanpa kamu minta maafpun udah aku maafin kok . Udah ya gak usah dipikirin . Mending sekarang kamu istirahat . Pasti kamu capek nanti aku anterin makanan ke rumah kamu ðŸ’•,0
Budaya kita harus tetap terjaga dan terus dilestarikan . <hashtag> <link>,0
Pembebasan Siti Aisyah dari jerat hukum di Pengadilan Malaysia dinilai adalah langkah konkret diplomasi hukum . Hal ini layak jadi acuan langkah pemerintah hadapi persoalan serupa . <hashtag>,0
<hashtag> <hashtag> Kedatangan mereka ke Istana dalam rangka mengikuti proses wawancara dengan Presiden Jokowi untuk dijadikan Wakil Menteri di Kabinet Indonesia Maju . <link>,0
2 kali nyalon lawan Pakde joko kalah terus . Periode berikutnya lawan Gibran . Nextnya lawan Kaesang . Next lg lawan Jan ethes . Gitu aje terus sampe anggun jd duta shampo lain <hashtag>,0
Fatal cuitan mu vroh ... kau gali lubang sendiri ..,0
Soalnya kadrun sering klaim merekalah awal dari segala agama . Termasuk aliran kepercayaan Original Indonesia ini berawal dri KADRUN . Jgn kan agama sorga aja di klaim sendiri padahal yg punya aja ga sebutin nama KADRUN . ðŸ¤£ðŸ¤£ðŸ¤£ <hashtag> krn kejujuran <username> <link>,0
Bukan hidup yang menjadi lebih mudah tetapi anda yang harus tumbuh menjadi lebih kuat . Jangan pernah menyerah dalam hidup temukanlah alasan dan teruslah berjuang untuk mencoba . <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>,0
<username> Maju aja susah apalagi mundur ?,0
Kalau orang mana tau soal dark joke baca deh buku ini isinya dark joke semua . Lelucon konyol yang lahir dari penderitaan Lina menjadi sarkasme lucu sekaligus menyedihkan secara bersamaan . Aku tertawa tapi juga ikut tersayat . Sial benar Soviet itu . <hashtag>,0
Saya <hashtag> untuk legowo dalam pilpres dan segera <hashtag> !!!!,1
napa sih anjir liat dia makan aja ketawa gua tolol,0
Emang klo org goblok jd menteri tuh sulit bu .. <link>,0
Ketua Umum PP Pemuda Muhammadiyah <username> Dalam Acara Dialog Prime News <username> Sabtu 26 Oktober 2019 Dengan Tema Kabinet Anti Radikalisme Jokowi Apa Targetnya? <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>,0
<username> <username> <username> <username> Lah ente Islam bukan Ngaku Islam mlah bela penghina Nabi Emang Nabinya dr NU Klau mau bicara adab tanya dulu sama muwafik mana adabnya sama Nabi jgn diputar balik Sontoloyo Ngaku muslim to agamanya d,0
sunggguh brani bung <username> ini menghina ulama ngaca boss anda siapa ? anda sudah benar apa blm ..,1
Kado terindah diawal tahun dari gubernur seiman <hashtag> <hashtag>,1
<username> <username> Pak jokowi harusnya minta maaf lah karena kasus kemanusiaan di wamena kebakaran hutan di kalimantan dan sumatera . Tidak ada ada satupun agama yg mengajarkan radikal tolong anda ralat mengatakan islam radikal ade armando ! Jangan anda salahkan agamanya ! <hashtag>,0
<username> <username> partai anti korupsi ya? wkwkwkwk . tai kucing berbau busuk,1
Agama itu bukan politik dan bukan landasan untuk berperang BUKAN AGAMANYA YANG SALAH TAPI ORANGNYA <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>,1
untun prabowo kalah lagi dan lagi <hashtag>,0
Maaf ya aku bkn perempuan yang silau sama duit . Bkn perempuan yang suka ikut tren kehidupan sosialita dandan fashion . Aku lebih suka nongkrong di warkop dari pada starbuck lebih suka jajan warung dari pada <link> dunkin breadtalk dan semacamnya .,0
Masa anis goblok gak mungkin lahh...kalu tukang bohong iyaaIsyarat okeTertawa berguling di lantaiTertawa berguling di lantai <hashtag>,1
Ada yg lebih penting dari nia ramadhani yg ga bisa buka salak . Yaitu aku yg ga bisa buka hati kamu,0
KAMI TAK SUDI MEMPUNYAI WAKIL RAKYAT ATAU ANGGOTA DPR RI YANG MENJADI DALANG PROVOKATOR AKSI 22 MEI ! KAMI TAK AKAN SUDI MENGAKUI MEREKA ! ARENA MEREKA HANYA BENALU YANG INGIN MENGHANCURKAN KEDAULATAN NKRI ! <hashtag> <hashtag> <hashtag> <hashtag>,0
Harlah FPKB ke-20 Ela Siti Nuryamah: Momentum untuk Membela Kepentingan Rakyat <hashtag>,0
â€˜Kartu Pra Kerjaâ€™ bukan lemparan judi . Karenanya mesti dengan kalkulasi . Politik adalah langkah yang penuh dengan â€˜policyâ€™ . Bijak rasional sehat dan bermartabat . <hashtag> . <hashtag> <hashtag> <hashtag>,0
<username> Selamat Pagi Pak Fadlizon â¤,0
Kenapa ya jubir jabir si <username> sll membuat sulit posisi pak <username> <username> <username> <link>,0
Kita sudah berada pada fase kepemimpinan diktator pemimpin yang memaksakan kehendak .. Dimana dia sudah terbukti KALAH Tapi masih ngotot ingin memimpin .. <hashtag> <hashtag> <hashtag>,0
<username> paling ntar muncul nama baru dgn system yg sama . kebiasaan tinggal ganti nama ga pny inovasi . <hashtag>,0
Terima kasih atas kunjungannya bapak sandiuno maaf kami tetap jokowi Begitu teriak warga Wonogiri . :D :D :D <hashtag>,1
Ketika setelah semua kebaikan dan dukungan yang di berikan oleh sang Bapak lalu si CEO Anu mencoba menusuk dari belakang uninstallbukalapak !!!!,1
pastikan anak berbudi pekerti yang baik masuk sekolah favorit . anak goblok masuk sekolah jelek saja . sudah goblok jangan ngerepotin ah <hashtag>,1
Kesurupan satpam yg jaga di istana nyi roro kidul <link>,0
sejatinya islam itu bukan yg rahmatan lil alamin tapi yg rahmatan lil monaslimin yg penting semonas maka rahmat bagi kelompoknya . <link>,0
<username> Welcome to indonesia dimana orang bakal buang otak demi pemes,1
<username> Klo gak ngerti mendingan diem deh ... ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0
<username> Woi dongo baca neh pake otak bukan pake pantat : <link>,0
Welcome to Indonesia dimana masker jadi mangsa cari uang. Cari masker sensi 170/box butuh 1000 <hashtag>,1
bagaimana menyelesaikan persamaan dan reaksi kimia jika tidak hafal unsur kimia dan sifat-sifatnya..? menghafal itu perlu pak ..sesudah di hafal buat pembuktiannya ..di lab lalu kalau tidak hafal nama pejuang nasional bagaimana kita mau JasMerah <username> ?,0
Saya bukan siapa2 Saya kuliah di Muhammadiyah tapi mahasiswa/i nya (maaf) masih ada yang belum sholat . Beberapa teman2 saya ada yg NU sekali lagi (maaf) dari mereka ada yang suka menjustifikasi kalau selain NU berarti salah <hashtag> Jadi sikap saya seharusnya bagaimana?,0
<username> <username> Suruh keluar tuh daia,0
Nonton Podcast Deddy Corbuzier jujur gak kuat nyelesain sampai akhir karena dah bisa prediksi nih sepanjang video Kekeyi terus diajak ngobrol pakai sarkasme dan cerita bohong . Kekeyi ga seberuntung kita yang punya akses ke dunia luar dan tau siapa itu Naomi Scott atau Shakira .,0
Andre anggota dewan yang terhormat hasil karya menjebak kaum lemah seorang psk <hashtag>,1
Dibikin tolol duaduanya sama rerenjing <link>,0
<username> jenderal nan humanis dan tamam dengan mendapat reaksi <hashtag>,0
<username> <username> <username> padang itu surga yaa....tuhhh aceh yg disebut serambi mekkah nya indonesia sj kena azabÃ°Ã¿â„¢â€šngak usah bawa2 tuhan hanya utk menyungguhkan akhlak bejatmu om dre Ã°Ã¿â„¢Â,1
<username> kalau anda tidak sekaya ardhi Bakrie jangan ngarep dapet seseorang secantik Nia Ramadhani,1
Indonesia adalah negara dgn persentase tertinggi dunia di mana penduduknya memilih menjadi lebih kreatif drpd lebih pintar .,0
<username> Rakyat dibawah kendali mereka jd bebas2 aja mereka mua ngapain jg . Nangis dipojokan ... <hashtag>,0
Aamiin ... kita berharap yang terbaik untuk seluruh rakyat Indonesia ... <hashtag> <link>,0
Belum sempet baca thread nyi roro kidul udah ganti topik aja .,0
<username> <username> yg gak etis itu angggaran blnja Barjasnya di luar batas kewajaran hrga satuan ... ðŸ¤­ <hashtag>,0
Dia orang baik tolong jaga dia baik-baik~,0
<username> <username> Ga bapak ga anaknya si hanum kerjaannya cuma bikin ... aahh sudahlah emangnya dia siapa? masa Pak <username> perlu restu si amien buat jadi Menhan,0
<username> dan <username> Kamu keren pasti aku ikuti kamu,0
Kapitalis & lembaga riba ! yg membuat umat makin menderita <hashtag>,0
Keren sekali tampilan monas saat ini .... <hashtag> <hashtag>,1
<username> â€œPasar Senen dimana?â€ - Nia Ramadhani,0
TKN & BPN Sepakat <hashtag> Mari bersatu kembali setelah Pilpres,0
Sudah jatuh korban ..baru bilang tidak akan aksi .. <hashtag> <hashtag>,0
<hashtag> Siappp dilantik untuk ke dua kali di bulan oktober nanti ðŸ˜‡,0
<username> Thats the point goblokÃ°Å¸Ëœâ€™,0
Aku seneng banget kalau ada yang lebih goblok dari aku:),1
Barang bukti rencana <hashtag> Gerindra bikin <hashtag> ala <hashtag> <hashtag> <hashtag>,0
<username> <username> Namanya juga RAPBD mpii ... masak gak tau ...,0
Selamat ulang tahun bagi negara KHUSUS ISLAM Indonesia . Semoga ke depannya bisa semakin menyudutkan rakyat non-muslim,1
Bukannya nunjukin prestasi kok malah bikin <hashtag> Dasar produsen HOAX <hashtag> diolah menjadi HOAX BAKU DUSTA yang dikemas KARDUS .,0
<username> <username> <username> listrik padam di komp medan permai kel namo gajah medan tuntungan sumatra utara . Padam sontoloyo,0
Bapak <username> mau jadi presiden ?? <hashtag>,1
Aksi Hebat Ahsan/Hendra Rocky Gerung Hingga Puteri Indonesia 2019 - <hashtag>,0
Nech baru hebat ! Khayalanya Raja Keraton Agung Sejagat Mengklaim Memiliki Wilayah Kekuasaan Seluruh Negara di Dunia,1
Buat para istri sempatkan memandangi wajah suamimu saat ia terlelap tidur . Lihatlah wajah yang mulai muncul garis-garis halus matanya yang sendu . Bayangkan betapa lelahnya ia yang sepanjang hari menekuri timlen tiada henti . Debat copras capres sampai lupa istri :D,1
Esemka itu Hanyalah Halusinasi Jokowi Belaka Yg Benar itu CINA Menyogok Jokowi Lewat Tangan Panjang si Luhut Agar Mobil2 buatan CINA bisa Masuk Tanpa CUKAI <link>,0
Sungguh mulia sekali kader Partai Allah ini :) Setelah bagi2 kursi apalagi? Giveaway tiket surga?,1
<username> <username> <username> Musuh di masa depan ?,0
Semua politisi sepertinya sama saja . Sama-sama cari kepentingan .,1
<username> <username> Siapapun Putra Putri BANGSA terbaik harusnya di fasilitasi <username> <username> agar da\u2026 <link>,0
Unicorn negara maju membayar sejumlah kontribusi untuk R&D . BL kasih apa?,1
Bahkan gue lebih sipir dari bapak2 brimob ini . Apakah saya china? <hashtag> <hashtag>,0
Pengen jadi sombong tapi takut dibilang sombong <hashtag> <hashtag> <hashtag>,0
<username> <username> <username> <username> Kekuasaan Itu Membujuk,0
Tim capres abadi paling demen dah kalo manfaatin perempuan utk kepentingan Pilpres . Mengeksploitasi perempuan buat jadi kacung mereka . Kalo udah gak ada bermanfaat ditinggalin gitu aja . Mau bukti? udah terpampang itu si Ratna yg akhirnya dibuang <hashtag> <hashtag>,0
Dasar satpam jahanam! ada orangtua komplen malah ngegas sampe mau ribut .. Goblok goblok walau mungkin bapaknya yg salah tapi apa gak bisa sebagai petugas stasiun menanggapi dengan baik dan benar gak usah pake ngegas segala? Suka ikut emosi kalo ada yang ngegas ke orang tua .,0
Lihat Kondisi Monas Sekarang..!! Mw bilang semakin Bagus ..?? GBLK anda jangan kebangetan <hashtag>,1
Titel sarjana tapi otak ky ank tk . Dasar <hashtag>,1
Setiap orang yang bekerja keras akan sukses.(hyoyeonGG),0
Jgn selalu mengatasnamakan rakyat .rakyatmu yg mn?? <hashtag>,0
Alhamdulillah terimakasih ya Allah masyarakat melihat siapa kandidat yang berpotensi memalukan :D :D <hashtag> <hashtag>,1
<username> <username> <username> Hehe Mau di apain aja serah pak prabowo kok sibuk klarifikasi masih ngerasa jubir ya .. Mending saranin nikah lagi aja buat nafkah anak bini lebih berkah ..,0
orang: anjing !! gila kamu ya !! mjm: emang anjing gila kan,0
<hashtag> Menjadi Benteng yg memandu Milenial untuk Secara cerdas dan bijak Menggunakan media internet dan media sosial .,0
Alhamdulillah... <hashtag> dibawah pimpinan <hashtag>,1
<username> <username> <username> Justru krna saya gak tau makanya nanya apa arti guk . Krna beda daerah beda makna . Drpdp sotoy nebak2 . Klo kamu mikir mencla mencle ya monggo tp klo saya agak ragu dg ucapan SAS tetep kok masih ragu makanya tunggu aja tindakan berikutnya .,0
<username> sok tw ah pa doktel,0
Kena Teguran Vidi Aldiano Minta Maaf Pada Melly Goeslaw dan Anto Hoed <link> lewat <username>,0
ada yang lebih seram di malam jumat dari chat mantan yang minta maaf dan menyesal ingin balikan ? <hashtag>,0
<username> Lanjut Pak !! <hashtag> Ganjar Dukung Larangan Cadar di Kantor Pemerintah: Takutnya Kalau Pria <link>,0
Menkeu sontoloyo <link>,0
Keren gubernurnya Jakarta menjadi lautan !!salam seiman <username> Bawesdan,1
Cerita Belum Habis Arogansi Selir Kesayangan Ari Askhara Kian Terbongkar Ã‚Â» <link> via <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> Besok 12 .12 <hashtag> <hashtag> <hashtag> 11 Desember 201i,0
Hasil sidang MK sudah final mari bersatu demi Indonesia maju <hashtag>,0
<username> Kamu memang hebat bung ðŸ‘ðŸ‘ðŸ‘,0
Gara-gara ada yang posting foto pintu mall sepi saat menjelang lebaran seorang manajer marketing mall tersebut dipecat <hashtag>,0
TANGKAP PROVOKATOR <hashtag> <hashtag> <hashtag> <hashtag>,0
Para pemudik sewot karena sensasi macet yg diharapkan tak seruwet sperti dulu .. :D :D,0
Sok pahlawan bat Yang bikin Ã¢â‚¬â€Ã¢â‚¬â€&gt; <hashtag> Ah sudahlah paling yang ono ono oto oto ono ono ono oto ono,0
alhamdulilah kabar apik bang monggo silahkan lanjut <hashtag>,1
Setidaknya kami telah menyaksikan 2 orang yang tulus buat bangsa ini yang di zholimi habis2an saya bangga berada dibarisan bapak ðŸ‘†<hashtag>,0
PENGHASUT Biadab' licik' busuk' LAKNATULLAH 'mereka hasut pemimpin dengan rakyatnya 'mereka hasut aparat dengan masyarakatnya 'sahabat memusuhi sahabatnya 'saudara memerangi saudaranya keji' licik' busuk' biadab' LAKNATULLAH ! <hashtag> <hashtag> <hashtag>,0
merasa bodoh itu manusiawi <hashtag>,1
Alhamdulillah gubernur nya bukan dia (ahok) ngomongan saja tidak dijaga omongannya amburadul apalagi kerja nya . Gubernur bapak anies top,1
Diskotik Maha Benar Dengan Golongannya ... Halal GNPF <username> <username> <username> <username> <username> <link>,0
<hashtag> Tiap ari ganti kebanyakan politik lagi ENEG WOI POLITIK TUKARAN TOK,0
Tuhan inginkan <username> memimpin Indonesia lagi . <link>,0
JumatanKarenaUndangan lucu sih wkwkwk jd minggu depan tidak jumatan lagi dong ya? wkwk,1
film keluarga cendana ini ternyata bercerita tentang keluarga kaya yang jatuh bapet . baru tahu ..,1
jangan cepet-cepet jadi orang gede deh . ntar ribet . mau nyeludupin cowok ke kossan sampe pagi aja dek-dekan banget . - dari teater yang ada bedu nya wkwk,0
<username> Setuju <hashtag>,0
<username> <username> <username> Purwaceng dan gerombolannya kebakaran jenggot . Gluebenernya kagak bisa kerja . Cuman ngabisin anggaran buat hal yang gak penting . Termasuk bayar buzzer goblog kayak si purwaceng ini pantes APBD DKI defisit anggaran . Nih gw bantu naikin hesteknya ya . ðŸ¤£ <hashtag>,0
<hashtag> Gunakan Greta Thunberg Sebagai Tameng Untuk Ketidakbecusannya? <link> <hashtag> <hashtag>,0
Yeap ..... karya besar anies di awal tahun membuat kota Jakarta tenggelam,1
Assalamualaikum Alhamdulillah Jakarta bebas macet siang ini soalnya kami naik karpet terbang (^0_0^),1
Orang waras tahu Jokowi prestasinya bagus sekali . Infrastruktur berjalan luar biasa . Bahkan di Jawa Timur <hashtag> <hashtag>,0
<username> mana ni Pasukan Sontoloyo Indonesia . Kok gk ada yg nyinyirin beras,0
Rusuh Kok Bangga Gaduh Kok Bangga Hoax Kok Bangga Fitnah Kok Bangga ... Taubat Wooooooyyy Emang udah engga ada yang bermanfaat buat negeri ini selain itu ? Gunakan OTAK !!! <hashtag> <hashtag> <hashtag>,0
Dasar tolol lu mabok be bangga lu . GOBLOG <link>,0
Temanmu banyak belum tentu mau membantu saat diajak susah tapi saat diajak senang-senang semua pada mau . Haha maka cobalah untuk pahami semua sifat temanmu . Kadang banyak yang pura-pura hanya untuk eksis sekedar diupload disosmed sebagai geng sosialita .,0
Jaenudin nanti mau dikenang sebagai apa? Presiden amatiran? <hashtag>,1
Prestasi hari ini adalah ke CBD .,0
<username> Klo hnya senyum yg ingin bpk lht.. westerling pun tersenyum pak ..,0
Kaminingin hidup di jaman pra sejarah makanya <hashtag>,0
Dulu waktu menggugat hasil Pilpres 2014 juga dilakukan hari terakhir . Gembar-gembornya akan bawa 10 truk kontainer bukti kecurangan ternyata 1 trukpun tidak pernah muncul . OMONG KOSONG ! Berpikir BESAR kemudian beraksi . Melawak . Ngibul . ???? <hashtag> pic .twitter .com/Lua04NiUY5,1
<username> Waw..mulia sekali Mr Ex sudah mempersiapkan & ngejagain jodoh orang??,1
RT <username>: Senang rasanya ke Sukabumi lagi daerah yang sedang menggeliat maju . Dulu menuju ke sini kerap tersendat di jalan biasa .,0
Kejujuran akan menuai keberhasilan kebohongan akan menuai kehancuran menutupi kesalahan berarti kebodohan menghormati lawan pertanda pintar & cerdas.<hashtag>,0
<username> Partai Allah ?....... Patut dicontoh... Ngamin ngamin... msh mo ngotot anda...,1
<username> terus bawaÂ² Agama nya ya seferti Mubahala nda ingat twit yang dulu tentang Jualan Agama nya ya :D,1
Awas kampret teriak kriminalisasi ... Udah ketangkep basah woiiiii <hashtag>,0
<username> Mana dia santun unggah unguh saja ngak paham semua ditrabas demi pencitraan dirinya merasa paling kuasa dan sombong dia <hashtag>,1
Pemilu menentukan masa depan bangsa ? Prettt ! Pemilu itu hanya menentukan siapa yang berkuasa itu saja <hashtag>,1
<username> <username> Masukan apapun diberikan ga akan ada guna di kecam aja masih sorot sontoloyo,0
Sialan ! Kamu memang gak pernah bisa aku lupakan .,0
Gabung Keraton Agung Sejagat ah siapa tau jadi menteri luar negerinya ðŸ™ˆðŸ˜‚,0
Wow.. banyak akun dungu baru terbit hari ini . Ayo ngeroyok gue lagi . Gue aplot dungu lu.,0
Kemaruk ! <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>,0
disgusting bgt lo tolol,0
Dukung ! Tindak tegas perusuh tanya siapa yg bayar bayar dgn dolar tdk mungkin orang biasa proses secara hukum ! <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>,0
<username> <username> Agency tolol emg,0
Anak2 muda lebih bagus good governance-nya . Nadiem dan Angela mundur dari kursi CEO dan direksi . Orang2 tua di MUI gimana? Belum mundur nih pak? <hashtag> <hashtag> <hashtag>,0
Minta di tapuk mulutmu <username> ... Misal pake Tapuk Online Aku pesen ... <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>,0
Para buruh sepakat untuk Rekonsiliasi pasca Pemilu . <hashtag>,0
<username> halloo bung Teri .. salam dari wong ndeso ..ðŸ˜ƒ <link>,0
Paduan antara kebodohan dengan keinginan hasut untuk diikuti dan didengar mendorongmu berbicara tanpa ilmu mengatakan suatu perkataan atas nama Allah secara bathil . Itulah kenapa whatsappmu macet . <hashtag> <hashtag> <hashtag> <hashtag>,0
<username> BPJS Budget pas-pasan jiwa sosialita,0
Tugas pokok Anies baswedan adalah ngeles berpuisi dan beralasan . Jd kl skrg jakarta banjir parah jangan salahkan dia . Salahkan airnya kenapa kok g mau lekas pergi dr jakarta . Ya kan bapak anies . Ya kan ya kan . <hashtag>,1
Katanya negara islam tapi mendukung paslon presiden aja sampe mengancam tuhan nya indonesia mah gitu <hashtag> <hashtag>,0
Fase dimana negara menginginkan perdamaian dengan cara yang tak lazim tapi indah . <hashtag>,0
Ini salah satu contoh Narasi <username> dalam mengatasi banjir Jakarta telah terbukti berkat narasi Anies sekarang Jakarta telah berhasil TIDAK BEBAS dari banjir ... Ã°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜Â Berenang kitaaaaaÃ°Å¸Ëœâ€¦ <hashtag> <link>,1
Bukan cuma Tanjung Selor - Tanah Kuning saja masih banyak daerah2 lain di Kalimantan Utara yang kondisi jalannya seperti ini bahkan lebih parah dari pada ini . Tolong pak presiden <username> <username> <username> <hashtag> <hashtag> <hashtag> <hashtag> <link>,0
tidak akan merubah apa2 mau bertemu berapa kali pun karena rakyat sudah <hashtag>,1
Hambok Twitter tuh ngeluarin fitur autolock buat rang goblo ... Jadi yang goblo ga bisa ngetwit . Nyusahin idup aja yang goblo2 itu .,0
<username> Nyi roro kidul tidak sembarangan mendatangi orang apalagi merasuki tubuh manusia kalo pun ada yg mengaku itu beliau dijamin palsu .,0
Bila dari awal mereka bijak akan ke MK maka hal ini tidak perlu terjadi ... <hashtag> <hashtag>,1
jangan <hashtag> karena ibu saya ngefans sama dia saat iklan daia,0
Mari bersama sama memastikan pemilu berjalan dengan jujur adil dan bersih tanpa ada kecurangan dan intimidasi ..,0
Siapa bilang <hashtag> ?? memang iya manipulator kok ...,1
<username> Mau kaya sampe lupa cara ngupas salak kayak nia ramadhani,0
Politik sejatinya untuk mengatur masyarakat agar sejahtera tetapi masyarakat menjadi melarat <hashtag>,1
Tuntas kan pak <username> saya ngak rela uang rakyat di kayaginiin . <hashtag> <hashtag> <link>,0
Ada aja yang manfaatin untuk pansos dan ngebanyol pake hastag <hashtag> . Hedeuuhhh,0
Tenang tidak akan bosan sampai habis ... <hashtag> <hashtag> <hashtag> <link>,0
Terimah Kasih Rezim Sontoloyo Memang Paling Mantap dan Hebat ! Makin Cinta saja saya sama Rezim ini Semoga Allah SWT Melaknat Kalian Semua Wahai Manusia Durjana,1
Ibu Susi kemana <hashtag>,0
tsumugi: kali ini terdapat dua korban ... yaitu tenma-kun dan yuki-chan yuki: KOK GUE JUGA? bukannya werewolfnya tinggal satu? tsumugi: tenma-kun dpt kartu lover dan kamu dipilih jd pasangannya semua: woooo !! yuki: BANGSAT NGAPAIN LO MILIH GUE tenma: GUE JG BARU TAHU yuki: TOLOL,0
Ahok meyakinkan dengan sistem e-budgeting semua orang tahu ABPD DKI . <link> <username> <hashtag> <hashtag>,0
CODOT HTI lagi ngerong-rong dengan hestek <hashtag> . Mereka tau NU paling depan soal Indonesia .,0
